Taxon	C12FCHL	C12FCHS	C13FJBL	C13FJBS	C14FJOS	C14FJOL	C15FNSL	C15FNSS	C15FTCL	C15FTCS	C16FHWL	C16FHWS	C17FHEL	C17FHES	C18FCLL	C18FCLS	C18FHHL	C18FHHS	C18FTGL	C18FTGS	C19FTTL	C19FTTS	C20FJAL	C20FJAS	C20FPHL	C20PHS	C2F1L	C2F1S	C2F4F1	C2F4F2	C2F4F3	C2F4L1	C2F4L2	C2F4L3	C2F4S1	C2F4S2	C2F4S3	C3F10L	C3F10S	C3F14L	C3F14S	C4F17F1	C4F17F2	C4F17F3	C4F17L1	C4F17L2	C4F17L3	C4F17S1	C4F17S2	C4F17S3	C4F8L	C4F8PC	C4F8PP	C4F8S	C6F35L	C6F35S	C6F37L	C6F37S	C6F60L	C6F60S	C7F14L	C7F14S	C7F22L	C7F22S	C7F81L	C7F81S	C8F40F1	C8F40F2	C8F40F3	C8F40L1	C8F40L2	C8F40L3	C8F40S1	C8F40S2	C8F40S3
SGB17127	0.03131	0	0.02558	0	0	0.02243	0	0	0.00679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01967	0.00013	0	0	0	0.02582	0.05847	0.04985	0.11461	0.03027	0.03762	0.03711	0	0.02621	0	0	0	0	0.15242	0.16678	0.16185	0	0	0	0.66037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB2306	0.03039	0.00126	0	0	0	0.00203	0.00148	0	0.0011	0	0.00077	0	0.00069	0	0	0	0	0	0.00158	0	0.00805	0	0.0001	0	0.00709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0	0	0.00015	0	0.00353	0	0.01842	0	0	0	0	0	0	0	0	0	0	0	0
SGB66207	0.02797	0.00428	0.00156	0	0	0.08587	0.08244	0	0.08288	0	0.09409	0	0.00305	0	0.00162	0	0.00152	0	0.01747	0	0.00156	0	0.00725	0	0.00311	0	0	0	0	0	0	0	0	0.00029	0	0	0	0.00836	0	0.03145	0	0	0	0	0.00935	0.00898	0.01686	0	0	0	0.00856	0	0.10059	0	0.01421	0	0.00124	0	0.02378	0	0.014	0	0.03005	0	0.01131	0	0	0	0	0.00441	0.01115	0.01194	0.00135	0	0
SGB16632	0.02427	0	0	0	0	0.05437	0.0069	0	0.01608	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00073	0.00283	0	0	0	0	0.00052	0	0.03867	0	0	0	0	0.01231	0.00479	0.01775	0	0	0	0.01953	0	0	0	0	0.16811	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB4605	0.02188	0	0.00217	0	0	0.05207	0.04597	0	0.04304	0	0.03312	0	0.00931	0	0.01385	0	0.00238	0	0.02087	0	0.01556	0	0.00605	0	0.02767	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0.00763	0	0	0	0	0.00974	0.00974	0.01489	0	0	0	0.00163	0	0.00215	0	0.00614	0	0.01029	0	0.00988	0	0.03816	0	0.02313	0	0.00958	0	0	0	0	0.00731	0.00931	0.0198	0.00849	0	0
SGB29723	0.02139	0.00165	0.02414	0	0	0.00102	0.08228	0	0.07656	0	0.00935	0	0.00047	0	0	0	0.00267	0	0	0	0	0	0.00496	0	0	0	0.27641	0	0	0	0	0.50563	0.69957	0.69845	0.15072	0.22833	0.30013	1.21725	0.00249	0.28764	0	0	0	0	0.12808	0.15884	0.11859	0	0	0	0	0	0	0	0	0	0.00554	0	0.00427	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0
SGB66191	0.02068	0.00275	0.00548	0	0	0.06225	0.02521	0	0.05031	0	0.05353	0	0.00895	0	0.01538	0	0.00622	0	0.02383	0	0.00994	0	0.00351	0	0.01988	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0.00349	0	0	0	0	0.00134	0.00131	0.0103	0	0	0	0.0003	0	0.03037	0	0.00632	0	0.00143	0	0.00834	0	0.01501	0	0.01649	0	0.0082	0	0	0	0	0.00053	0.01266	0.0093	0	0	0
SGB7838	0.02054	0.00762	0.64931	0	0	0.49247	0.07763	0	0.01539	0	0.17262	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0.00486	0	0	0	0	0	0	0	0.10736	0.01225	0.00365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-05	0	0	0	0	0	0	0	0	0	0
SGB66070	0.01986	0.00225	0.00119	0	0	0.05958	0.0349	0	0.04344	0	0.06151	0	0.02332	0	0.0277	0	0.01419	0	0.05271	0	0.03029	0	0.01095	0	0.06103	0	0	0	0	0	0	0	0	0	0.01167	0.00636	0.00039	0.0068	0	0.01577	0	0	0	0	0.01257	0.01308	0.02227	0	0	0	0.0058	0	1.29665	0	0.03264	0.0106	0.00696	0	0.02513	0	0.03804	0	0.05299	0	0.04359	0	0	0	0	0.05638	0.05173	0.07719	0.04034	0.0111	0.01219
SGB1836_group	0.01962	0.00195	0.01587	0	0	0.00063	0	0	0	0	0	0	0.007	0	0.02509	0	0.01473	0	0.02153	0	0.01824	0	0.00081	0	0.01962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0.00134	0	0	0	0	0	0	0	0	0	0.08966	0	0.00796	0	0.00022	0	0.01628	0	0.01999	0	0.0055	0	0.01189	0	0	0	0	0.00455	0.00786	0.01781	0.00146	0	0
SGB4877	0.01953	0.0007	0.00452	0	0	0.01249	0.00341	0	0.00949	0	0.01027	0	0.00896	0	0.01088	0	0.00473	0	0.02231	0	0.0123	0	0.00176	0	0.02811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0.00063	0.00026	0	0	0	0.00044	0	0.02699	0	0.00609	0	0.00311	0	0.00658	0	0.01834	0	0.01278	0	0.00999	0	0	0	0	0.00826	0.01054	0.01798	0.00652	0	0
SGB15759	0.019	0.00032	0.04227	0	0.03312	0	0	0	0.00055	0	0	0	0.01007	0	0.00093	0	0.01135	0.00021	0	0.00176	0	0	0.00148	0	0	0	0.02009	0.0008	0	0	0	0.01161	0.01156	0.01197	0.00019	0.00158	0.00013	0.00795	0.02807	0	0.00755	0	0	0	0.01167	0.01535	0.00915	0.00374	0.00412	0.00283	0.00948	0	0	0	0.00071	0.00018	0.00282	0	0.00178	0	0	0	0.00035	0	0.00114	0	0	0	0	0	0	0	0.00591	0.00372	0.00593
SGB14996	0.01814	0	0.00051	0	0	0.01313	0.01113	0	0.0144	0	0.01119	0	0.0046	0	0.00532	0	0.00111	0	0.00998	0	0.00634	0	0.00234	0	0.00882	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0.00057	0	0	0	0	0	0	0	0	0	0	0.00087	0	0.02224	0	0.00227	0	0	0	0.00306	0	0.00815	0	0.00589	0	0.00244	0	0	0	0	0	0	0.00213	0	0	0
SGB15302	0.01809	0.00519	0.00696	0	0	0.01853	0.00206	0	0.00576	0	0.00704	0	0.00806	0	0.00961	0	0.00331	0	0.01433	0	0.01574	0	0.00265	0	0.01712	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0.00054	0	0	0	0	0	0	0	0	0	0	0.00069	0	0.12372	0	0.00896	0	0.00055	0	0.00703	0	0.00764	0	0.01347	0	0.00954	0	0	0	0	0.00034	0.003	0.00435	0.00043	0	0
SGB63217	0.01666	0	0.00201	0	0	0.04326	0.02206	0	0.04049	0	0.02593	0	0.03194	0	0.03725	0	0.01324	0	0.05956	0	0.04703	0	0.00551	0	0.07778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0.00055	0	0.00494	0	0	0	0.00071	0	0.19662	0	0.0253	0	0.00599	0	0.01961	0	0.0402	0	0.06662	0	0.03233	0	0	0	0	0.00899	0.02822	0.02835	0.0135	0	0
SGB59894	0.01645	0.00405	0.00363	0	0	0.03862	0.00728	0	0.00919	0	0.01864	0	0.02656	0	0.02409	0	0.01115	0	0.04685	0	0.02601	0	0.01493	0	0.07328	0	0	0	0	0	0	0	0	0.00583	0.04332	0	0	0.00282	0	0.00305	0	0	0	0	0.00341	0.00782	0.00743	0	0	0	0.00621	0	0.33061	0	0.03434	0.00795	0.02424	0	0.02644	0	0.05038	0	0.06123	0	0.05077	0	0	0	0	0.04555	0.04812	0.07004	0.02678	0.0102	0.01192
SGB1948	0.01589	0	0.00477	0	0	0.00233	0	0	0	0	0	0	0.00457	0	0.0028	0	0	0	0.00327	0	0	0	0	0	0.00968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01938	0	0.00018	0	0	0	0.00122	0	0.02193	0	0.0007	0	0.00094	0	0	0	0	0.00355	0.00617	0.00946	0	0	0
SGB15312	0.01518	0	0.00227	0	0	0.00328	0.0035	0	0.01088	0	0.00639	0	0.0014	0	0.01213	0	0.00421	0	0.00994	0	0.00542	0	0.00262	0	0.00626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0	0.01425	0	0.00308	0	0.00945	0	0.13858	0	0.01257	0	0.01095	0	0	0	0	0.00605	0.01136	0.02397	0.0126	0.00294	0
SGB15156_group	0.01406	0	0.00105	0	0	0.03968	0.02727	0	0.05278	0	0.02683	0	0.01857	0	0.01771	0	0.00608	0	0.02766	0	0.02919	0	0.00515	0	0.04053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0.00013	0	0.0055	0	0	0	0.00042	0	0.0594	0	0.01239	0	0.00449	0	0.01074	0	0.05237	0	0.02439	0	0.02037	0	0	0	0	0.00396	0.01114	0.01682	0.01462	0	0
SGB14844	0.01364	0	0.00088	0	0	0.00986	0.00393	0	0.00429	0	0.00547	0	0.00862	0	0.00536	0	0.00334	0	0.01272	0	0.00767	0	0.0009	0	0.01935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10607	0	0.00227	0	0	0	0.00344	0	0.01299	0	0.00763	0	0.00651	0	0	0	0	0	0.00055	0.00151	0	0	0
SGB715	0.01334	0.00165	0.00576	0	0	0.05177	0.00979	0	0.01435	0	0.02549	0	0	0	0	0	0	0	0	0	0	0	0.01011	0	0	0	0.02892	0	0	0	0	0	0	0	0	0	0	0.02777	0.00806	0.01464	0	0	0	0	0.01667	0.02596	0.02966	0.00146	0.00095	0.00462	0.01621	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB54315	0.01326	0.00501	0.0018	0	0	0.02091	0.00408	0	0.01128	0	0.00938	0	0.00777	0	0.00734	0	0.00325	0	0.01374	0	0.01527	0	0.00102	0	0.02733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0.0052	0	0	0	0.00512	0	0.03381	0	0.01138	0	0.00552	0	0	0	0	0.00122	0.00543	0.00794	0	0	0
SGB6747	0.01299	0	0.01041	0	0	0.00835	0.00513	0	0.00678	0	0.00702	0	0.00522	0	0.0069	0	0.00396	0	0.00585	0	0.00997	0	0.00089	0	0.01629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0.00469	0	0	0	0.00272	0.00387	0	0	0	0	0	0.00076	0	0.00151	0	0.00263	0	0.00406	0	0.03002	0	0.00314	0	0.00336	0	0	0	0	0.00727	0.00494	0.00986	0.00472	0	0
SGB1815	0.0129	0	0.01451	0	0	0.00019	0	0	0	0	0	0	0.01657	0	0.02732	0	0.00815	0	0.02906	0	0.04994	0	0.00653	0	0.07114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16791	0	0.0049	0	0.00692	0	0.00971	0	0.06361	0	0.00574	0	0.01435	0	0	0	0	0.0186	0.02363	0.03079	0.0074	0	0
SGB2311	0.01271	0	0.02024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00154	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0
SGB7841	0.01196	0	0.16404	0	0	0.08119	0.00879	0	0.0975	0	0.03343	0	0.09791	0	0.32291	0	0.13092	0	0.01944	0	0.03527	0	0.05135	0	0.07724	0	0	0	0	0	0	0	0	0	0.01178	0	0	0.00406	0.00603	0.00227	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0.24741	0.23005	1.16474	0	0.26199	0.04793	0.71745	0.00355	0.6588	0.00736	0.46693	0	0	0	0	0.1949	0.13232	0.15625	0.0417	0.09008	0.07747
SGB30074	0.01125	0.00269	0.01005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961	0	0	0	0	0.00384	0.00914	0.00591	0.00186	0.00098	0.00207	0	0.00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB1832	0.01121	0	0.01487	0	0	0	0	0	0	0	0	0	0.00668	0	0.00782	0	0.00106	0	0.00501	0	0.01054	0	0	0	0.02613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0.0028	0	0	0	0.00262	0	0.00778	0	0.002	0	0.0036	0	0	0	0	0.00118	0.004	0.01238	0.01544	0	0
SGB4053	0.01111	0	0	0	0	0.04224	0.02848	0	0.03094	0	0.04566	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00556	0	0.01013	0	0	0	0	0.00921	0.00619	0.01574	0	0	0	0.00505	0	0.01252	0	0	0	0	0	0.00382	0	0.00078	0	0.00061	0	0.00057	0	0.00329	0.20422	0.02367	0.00031	0	0.00032	0	0	0
SGB4800	0.01078	0	0.00354	0	0	0.02222	0.00386	0	0.02393	0	0.01	0	0.02279	0	0.02383	0	0.00767	0	0.02405	0	0.03926	0	0.00326	0	0.0547	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0.00102	0	0	0	0	0.00292	0.00149	0.00656	0	0	0	0.00048	0	0.12434	0	0.01407	0	0.00581	0	0.01957	0	0.04564	0	0.02185	0	0.01855	0	0	0	0	0.01759	0.0256	0.02896	0.01751	0.00037	0
SGB5792	0.01069	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0.00077	0	0	0	0.00408	0	0.00256	0	0	0	0.00374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0.00242	0	0.00552	0	0	0	0	0	0	0	0	0	0
SGB14906	0.01011	0	9.00E-05	0	0	0.0263	0.01878	0	0.02715	0	0.01678	0	0.01646	0	0.01471	0	0.00656	0	0.02019	0	0.01961	0	0.00332	0	0.0346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0.00144	0	0	0	0	0	0.07597	0	0.00741	0	0.00352	0	0.00779	0	0.05149	0	0.01531	0	0.01266	0	0	0	0	0.0002	0.00973	0.01114	0.00279	0	0
SGB14106	0.00975	0.0014	0	0	0	0.00249	0	0	0.00073	0	0.00074	0	0.00225	0	0.00542	0	0.0024	0	0.0128	0	0.00881	0	0	0	0.01102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01057	0	0.00514	0	0	0	0.00374	0	0.00671	0	0.00843	0	0.00694	0	0	0	0	0.00191	0.0047	0.01819	0	0	0
SGB2290	0.00945	0	0.00271	0	0	0	0	0	0	0	0	0	0.00189	0	0.00234	0	5.00E-05	0	0.00109	0	0.00135	0	0	0	0.00271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00981	0	0.00362	0	0	0	0.00264	0	0.01568	0	0.00118	0	0.00583	0	0	0	0	0	0	0.00062	0	0	0
SGB5684	0.00939	0	0	0	0	0.00265	0.00277	0	0.00189	0	0.00155	0	0.00096	0	0.00506	0	7.00E-05	0	0.00338	0	0.00219	0	0.0001	0	0.00522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237	0	0.00013	0	0.00094	0	0.00086	0	0.01138	0	0.00175	0	0.001	0	0	0	0	0	0	0.00059	0	0	0
SGB63299	0.00933	0	0.00015	0	0	0.03606	0.03473	0	0.07806	0	0.03852	0	0.24062	0	0.18891	0	0.09803	0	0.22672	0	0.23014	0	0.02604	0	0.58405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00452	0	0	0	0	0	1.10559	0	0.1052	0	0.14505	0	0.08785	0	0.34832	0	0.14239	0	0.12877	0	0	0	0	0.04399	0.0777	0.06269	0.03897	0.00605	0.00266
SGB4029	0.00914	0	0.00172	0	0	0.01461	0.01638	0	0.01628	0	0.01884	0	0.00838	0	0.00594	0	0.00219	0	0.00685	0	0.00766	0	0.00113	0	0.01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	0	0.00118	0.00259	0	0	0	0.00144	0	0.00252	0	0.0036	0	0.00066	0	0.00555	0	0.01195	0	0.00554	0	0.01112	0	0	0	0	0.00038	0.00228	0.00616	0	0	0
SGB14863	0.00874	0	0	0	0	0.01432	0.01038	0	0.01192	0	0.01575	0	0.00791	0	0.00291	0	0.00108	0	0.00714	0	0.00433	0	0.00093	0	0.01151	0	0	0	0	0	0	0	0	0	0	0	0	0.00073	0	0.00243	0	0	0	0	0	0	0	0	0	0	0.00072	0	0.0281	0	0.00263	0	0.0007	0	0.0047	0	0.00857	0	0.00453	0	0.00372	0	0	0	0	0	0	0.00248	0	0	0
SGB4599	0.00834	0	0.0003	0	0	0.08402	0.06986	0	0.05774	0	0.09502	0	0.00211	0	0.00137	0	0.00133	0	0.01166	0	0.00374	0	0.00777	0	0.00664	0	0	0	0	0	0	0	0	0	0	0	0	0.00427	0	0.01177	0	0	0	0	0.02379	0.02486	0.03579	0	0	0	0.00424	0	0.006	0	0.00457	0	0.00218	0	0.00487	0	0.01013	0	0.00748	0	0.00605	0	0	0	0	0.01116	0.01868	0.01788	0.01749	0	0
SGB82718	0.00826	0	0.00282	0	0	0.00615	0.00648	0	0.00811	0	0.0106	0	0	0	0	0	0	0	0	5.00E-05	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0.00076	0	0.00016	0.00731	0.03357	0.00425	2.00E-05	0	0	0	0.01147	0.01722	0.01512	0.00331	0.0042	0.00704	0.0116	0	0	0	0	0	0	0	0	0.00055	0	0	0	0.0001	0	0	0	0	0.00142	0	0	0	0.00518	0.0055	0.00375
SGB4618	0.00802	7.00E-05	0.00314	0	0	0.00625	0.00323	0	0.00572	0	0.00479	0	0.0014	0	0.00176	0	0.00148	0	0.00361	0	0.00244	0	0.00048	0	0.00495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0.00018	9.00E-05	0	0	0	2.00E-05	0	0	0	0.00253	0	0.00184	0	0.00437	0	0.01125	0	0.00332	0	0.00315	0	0	0	0	0.00319	0.0034	0.00679	0.00264	0	0
SGB17322	0.00774	0	0	0	0	0.00391	0	0	0.0009	0	0	0	0.00163	0	0.00069	0	0	0	0.00115	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0.28782	0	0.00381	0	0	0	0.00217	0	0.03402	0	0.03651	0	0.00198	0	0	0	0	0.00107	0.01104	0.01129	0	0	0
SGB66176	0.0077	0	0.00259	0	0	0.00449	0.00177	0	0.00845	0	0.00796	0	0.00135	0	0.00402	0	0.00074	0	0.00528	0	0.00266	0	0.00028	0	0.00585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0.01251	0	0.00154	0	0.00506	0	0.00157	0	0.01801	0	0.00713	0	0.0047	0	0	0	0	0.00155	0.00387	0.01129	0.01125	0	0
SGB66172	0.00749	0	0.00181	0	0	0.01056	0.01368	0	0.01049	0	0.01518	0	0.00057	0	0	0	0	0	0.00289	0	0.00079	0	0	0	0.00458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0.00931	0	0	0	0.00853	0	0.01202	0	0.01202	0	0.01009	0	0	0	0	0	0.00048	0.00216	0	0	0
SGB4603	0.00742	0	0	0	0	0.02714	0.01445	0	0.01437	0	0.01586	0	0.00584	0	0.0083	0	0.00191	0	0.01033	0	0.00807	0	0.00345	0	0.01612	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	0	0.00153	0	0	0	0	0.00181	0.00326	0.01146	0	0	0	0.00088	0	0.05777	0	0.0028	0	0	0	0.00469	0	0.00972	0	0.00474	0	0.00277	0	0	0	0	0.00156	0.00351	0.00577	0.00037	0	0
SGB4030	0.00731	0	0.00055	0	0	0.00818	0.003	0	0.00912	0	0.00461	0	0.00449	0	0.00432	0	0.00196	0	0.00801	0	0.00612	0	0.00069	0	0.01061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095	0	0.00392	0	0.001	0	0.0066	0	0.0138	0	0.0066	0	0.00509	0	0	0	0	0.00304	0.00314	0.00543	0	0	0
SGB2284	0.00708	0	0	0	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0.00207	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01862	0	0	0	0	0	0.00044	0	0.00534	0	0.00081	0	0.00129	0	0	0	0	0	0	0	0	0	0
SGB15304	0.00686	0	0	0	0	0.02587	0.01298	0	0.01711	0	0.01116	0	0.01223	0	0.00988	0	0.00286	0	0.00893	0	0.01326	0	0.00083	0	0.01752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0.00088	0	0.00639	0	0.00544	0	0.00168	0	0.0062	0	0.03275	0	0.00979	0	0.01487	0	0	0	0	9.00E-05	0.00311	0.00255	0	0	0
SGB7800	0.0065	0	0.01651	0	0	0	0.22886	0	0.13438	0	0.03452	0	0.01365	0	0.00579	0	0.01297	0	0.0772	0.00252	0.02826	0	0.03852	0	0.02211	0	0	0	0	0	0	0.00037	0.0007	0.0009	0	0	0	0.14403	0.0026	0.06384	0	0	0	0	0.01155	0.00799	0.00816	0	0	0	0	0	0	0	0.06048	0.04518	0.00291	0	0.07472	0.00602	0.00651	0	0.04948	0	0.02238	0	0	0	0	0.09091	0.08364	0.0997	0.02265	0.01649	0.01702
SGB4619	0.00642	0	0.00096	0	0	0.00536	0.00155	0	0.00881	0	0.0024	0	0.02493	0	0.02275	0	0.01026	0	0.02802	0	0.02669	0	0.00567	0	0.06452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0.00017	0	0	0	6.00E-05	0	0.05568	0	0.01167	0	0.00942	0	0.00978	0	0.05608	0	0.01884	0	0.01597	0	0	0	0	0.01697	0.02379	0.02561	0.01956	0.00063	0
SGB87967	0.00639	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB4028	0.00618	0	0.0007	0	0	0.00504	0	0	0	0	0	0	0.00251	0	0.00417	0	0.00121	0	0.00535	0	0.00336	0	0.00018	0	0.00784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-05	0	0.00193	0	0	0	0.00244	0	0.00581	0	0.00593	0	0.00316	0	0	0	0	0	0.00297	0.00353	0.0024	0	0
SGB34307	0.00604	0.0023	0.00369	0	0	0.00129	0.0125	0	0.00908	0	0.01858	0	0.02025	0	0.01649	0	0.01102	0	0.00079	0	0.01979	0	0.01046	0	0.01047	0	0.00648	0	0	0	0	0.00972	0.01182	0.0093	0.00027	0.0023	0.00117	0.00026	0.00729	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0.0058	0.00028	0.00054	0	0.01973	0	0.00089	0	0.00798	0	0.01481	0	0	0	0	0.00312	0.00877	0.00409	0	0	0
SGB4628	0.00601	0	0.00109	0	0	0.01787	0.00261	0	0.00609	0	0.00852	0	0	0	0.00077	0	0	0	0.00274	0	0.00019	0	0.00068	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	9.00E-05	0	0.02322	0	0.00126	0	0	0	0.00091	0	0.00482	0	0.00176	0	0.00123	0	0	0	0	0	0.00074	0.0019	0	0	0
SGB1829	0.00588	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB12515	0.00567	0	0.05128	0.00037	0	0	0.00044	0	0.01675	0	0	0	0.11426	0	0	0	0.00131	0.0028	0	0	0	0	0	0	0.0032	0	0.47492	0	0	0	0	0	0	0	0	0	0	0.05028	0	0.00441	0	0	0	0	0.00872	0.00899	0.00502	0.01498	0.01411	0.02267	0.00101	0	0	0	0	0.00069	0.00119	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGB33736	0.00557	0	0.00025	0	0	0.00033	0	0	0	0	0	0.0035	4.00E-05	0	0.00034	0	0.00537	0	0	0	0	0	0.00411	0	0.00118	0	0.00023	0	0	0	0	0.00064	0.00208	0	0	0	0	0	0	0	0.0009	0	0	0	0	0.00013	0	0	0	0	2.00E-05	0	0	0	0	0.00591	0.00404	0	8.00E-05	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0
SGB7962	0.00553	0	0.04479	0	0	0.02383	0.00054	0	0.01025	0	0.05456	0	0.00466	0	0.00581	0	0.0192	0	0.06233	0	0.02679	0	0.03249	0	0.02249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	1.55884	1.29577	1.03679	0	0	0.00118	0	0	0	0	0	0	0	0.02335	0.00224	0.00289	0.00396	0.06982	0.00492	0.00162	0	0.05102	0	0.01212	0	0.14552	0.31893	0.15713	0.0271	0.03682	0.03519	0.00301	0.00855	0.00382
SGB82637	0.00552	0	0.00702	0	0	0.12885	0.01101	0	0.04591	0	0.01998	8.00E-05	0	0	0	0	0.00136	0	0	0	0	0	0	0	6.00E-05	0	0.00106	0	0.03747	0.01399	0.06507	0.08713	0.1952	0.09129	0.1334	0.05021	0.06587	0.03128	0	0.05459	0	0	0.00101	0	0.10014	0.17683	0.12866	0	0	0	0.24024	0	0	0	0	0.01025	0.00204	0	2.00E-05	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0
